,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
20120611,-2.27,-2.18,-2.22,-2.15,-1.24,-1.24
20120612,1.51,1.17,1.31,1.47,1.2,1.05
20120613,-1.12,-1.21,-1.3,-1.12,-0.82,-0.56
20120614,1.45,1.04,1.26,1.02,0.97,1.04
20120615,1.24,1.06,1.14,1.38,1,1.01
20120618,0.23,0.18,0.21,-0.15,0.17,0.26
20120619,1.85,1.77,1.76,1.64,1.03,0.9
20120620,-0.2,-0.32,-0.16,0.01,-0.37,0.02
20120621,-2.46,-2.48,-2.4,-2.56,-2.22,-2.22
20120622,1.53,1.23,1.38,0.96,0.86,0.58
20120625,-1.66,-1.6,-1.58,-2.33,-1.67,-1.41
20120626,0.51,0.41,0.51,0.87,0.55,0.45
20120627,1.72,1.24,1.03,1.18,0.96,0.81
20120628,-0.26,0.03,0.18,-0.25,-0.27,-0.28
20120629,2.89,2.81,2.87,3.04,2.51,2.48
20120702,1.16,0.78,0.98,0.5,0.26,0.21
20120703,1.3,1.42,1.48,0.8,0.49,0.86
20120705,-0.25,-0.08,0.07,-0.95,-0.54,-0.09
20120706,-1.35,-1.31,-1.31,-1.16,-1,-0.9
20120709,-0.52,-0.35,-0.49,-0.62,-0.13,-0.16
20120710,-1.37,-0.92,-1.34,-0.82,-0.8,-0.81
20120711,-0.26,-0.19,-0.17,0.22,-0.04,-0.16
20120712,-0.25,-0.44,-0.67,-0.67,-0.42,-0.55
20120713,1.39,1.54,1.42,1.86,1.78,1.48
20120716,-0.65,-0.59,-0.79,-0.34,-0.33,-0.22
20120717,0.16,0.34,0.2,0.87,0.78,0.59
20120718,0.67,0.83,0.87,0.1,0.75,0.84
20120719,-0.45,-0.17,-0.08,-0.19,0.21,0.54
20120720,-1.48,-1.33,-1.64,-1.37,-0.79,-1.13
20120723,-1.64,-1.64,-1.69,-1.22,-0.82,-1.02
20120724,-1.5,-1.32,-1.78,-0.68,-1.05,-0.94
20120725,0.29,0.34,0.18,0.57,0.15,-0.34
20120726,0.89,0.74,0.83,1.34,1.77,1.53
20120727,2.43,2.66,2.49,2.14,2.04,1.75
20120730,-0.49,-0.57,-0.54,-0.37,-0.26,0.14
20120731,-0.88,-0.34,-0.05,-0.55,-0.53,-0.43
20120801,-2,-1.86,-1.88,-0.43,-0.28,-0.46
20120802,-0.64,-0.29,-0.78,-0.73,-0.74,-0.64
20120803,2.59,2.79,2.63,2.4,1.94,1.84
20120806,1.12,0.76,0.92,0.77,0.26,0.23
20120807,0.87,1.17,1.2,0.79,0.57,0.59
20120808,-0.32,0.12,0.03,0.07,0.11,0.09
20120809,0.62,0.32,0.37,0.25,0.08,0.06
20120810,-0.21,-0.14,-0.21,0,0.17,0.26
20120813,-0.2,-0.38,-0.32,-0.09,-0.18,-0.09
20120814,-0.58,-0.47,-0.18,-0.13,-0.05,0.09
20120815,1,0.96,0.95,0.39,0.2,0.19
20120816,1.19,1.1,1.3,0.85,0.74,0.66
20120817,0.76,0.85,0.99,0.45,0.08,0.28
20120820,-0.4,-0.25,-0.73,0.1,-0.15,0.05
20120821,-0.25,0,0.01,-0.13,-0.19,-0.49
20120822,-0.27,-0.55,-0.72,0.02,0.06,0.02
20120823,-0.75,-0.87,-0.98,-0.8,-0.67,-0.87
20120824,0.47,0.23,0.26,0.65,0.62,0.63
20120827,0.09,0.06,-0.13,-0.2,-0.14,0.04
20120828,0.56,0.51,0.41,-0.12,-0.01,-0.02
20120829,0.46,0.4,0.4,0.27,0.29,-0.05
20120830,-1.29,-1.16,-1.11,-0.65,-0.73,-0.85
20120831,0.49,0.43,0.45,0.66,0.46,0.56
20120904,0.99,0.91,0.98,0.39,0.01,-0.12
20120905,-0.12,-0.05,0.06,0.32,-0.05,-0.17
20120906,2.06,2.11,2.15,2.23,2.32,1.83
20120907,0.41,0.79,0.86,0.92,0.4,0.38
20120910,-0.47,-0.25,-0.14,-0.64,-0.53,-0.64
20120911,0.36,0.44,0.58,0.65,0.23,0.24
20120912,0.66,0.33,0.24,0.65,0.26,0.15
20120913,1.47,1.31,1.2,1.9,1.57,1.53
20120914,1.03,1.17,1.25,1.03,0.24,0.59
20120917,-0.64,-0.84,-0.98,-0.92,-0.54,-0.15
20120918,-0.08,-0.18,-0.54,-0.5,-0.07,-0.12
20120919,0.12,-0.11,0.16,0.27,0.37,-0.01
20120920,-0.5,-0.54,-0.64,-0.31,-0.03,-0.06
20120921,0.62,0.39,0.3,0.02,0.09,-0.1
20120924,-0.45,-0.17,-0.6,-0.39,-0.05,-0.39
20120925,-1.48,-1.41,-1.78,-1.54,-0.85,-1.15
20120926,-0.82,-0.45,-0.71,-0.72,-0.57,-0.52
20120927,1.24,1.15,1.4,1.29,0.96,0.9
20120928,-0.84,-0.64,-0.65,-0.37,-0.31,-0.57
20121001,0.34,0.41,0.39,0.22,0.22,0.3
20121002,0.03,-0.03,0.01,0.42,0.05,0.09
20121003,0,-0.38,-0.31,0.77,0.43,0.28
20121004,0.64,0.76,1.11,1.28,0.91,0.52
20121005,-0.11,-0.22,-0.18,0.12,-0.01,-0.06
20121008,-0.6,-0.51,-0.37,-0.1,-0.45,-0.3
20121009,-1.41,-1.1,-1.25,-0.97,-1.19,-0.89
20121010,-0.06,-0.12,-0.44,-0.36,-0.57,-0.69
20121011,0.55,0.39,0.65,0.43,0.13,-0.05
20121012,-0.87,-0.94,-0.69,-0.86,-0.54,0.02
20121015,0.69,0.63,0.72,1.28,0.66,0.8
20121016,0.59,0.74,1.03,1.12,0.91,1.1
20121017,0.9,0.9,0.78,1.12,0.77,0.01
20121018,-0.82,-0.62,-0.57,-0.12,-0.13,-0.47
20121019,-2.07,-1.89,-2.06,-1.54,-1.54,-1.78
20121022,-0.16,0.02,-0.19,-0.08,-0.23,0.24
20121023,-0.49,-0.48,-0.57,-1.48,-1.23,-1.47
20121024,-0.22,-0.26,-0.97,-0.11,-0.38,-0.22
20121025,0.39,0.67,0.3,0.05,0.3,0.27
20121026,-0.58,-0.13,-0.24,-0.41,0.02,0.02
20121031,0.4,1.05,0.68,0.32,0.01,0.1
20121101,1.06,1.62,1.8,1.25,1.3,1.03
20121102,-1.63,-1.59,-1.18,-1.33,-0.77,-1.15
20121105,0.68,0.74,0.36,0.25,0.14,0.36
20121106,0.54,1.01,1.34,1.06,0.81,0.74
20121107,-2.65,-2.75,-2.61,-2.56,-2.43,-2.13
20121108,-1.39,-1.28,-1.74,-1.22,-1.08,-1.38
20121109,0.18,0.11,0.18,0.18,0.08,0.23
20121112,-0.24,-0.08,-0.12,0.01,0,0.02
20121113,-0.56,-0.75,-0.53,-0.42,-0.34,-0.41
20121114,-1.9,-1.67,-1.98,-1.64,-1.29,-1.37
20121115,-0.75,-0.39,-0.23,-0.07,-0.15,-0.31
20121116,0.71,0.6,0.43,0.85,0.64,0.43
20121119,2.04,2.17,2.58,1.83,1.81,2.17
20121120,0.17,0.12,-0.05,0.34,0.31,-0.15
20121121,0.67,0.51,0.72,0.39,0.23,0.29
20121123,1.18,1.09,1.14,1.17,1.2,1.44
20121126,0.43,0.26,0.2,-0.17,-0.28,-0.09
20121127,-0.09,-0.13,-0.06,-0.43,-0.47,-0.47
20121128,0.69,0.73,1.22,0.72,0.92,0.8
20121129,1.29,1.18,1.08,0.54,0.6,0.37
20121130,0.05,-0.21,-0.33,-0.12,0.16,-0.05
20121203,-0.14,-0.26,-0.13,-0.44,-0.45,-0.51
20121204,0.15,0.21,0.16,-0.24,-0.1,-0.24
20121205,-0.39,0.03,-0.21,0.92,0.56,-0.3
20121206,0.03,0.18,0.3,0.29,0.28,0.36
20121207,0,-0.05,0.16,0.52,0.32,0.22
20121210,0.54,0.51,0.35,0.1,0.07,0.09
20121211,1.3,1.05,0.79,0.74,0.71,0.6
20121212,-0.4,-0.67,-0.5,0.4,0.09,-0.13
20121213,-0.6,-0.53,-0.39,-0.59,-0.56,-0.61
20121214,0.12,-0.17,0,-0.18,-0.38,-0.42
20121217,1.31,1.27,1.25,1.66,1.35,0.86
20121218,1.58,1.45,1.8,1.22,1.11,1.21
20121219,0,-0.1,-0.1,-0.66,-0.75,-0.59
20121220,0.59,0.47,0.33,0.9,0.71,0.28
20121221,-0.63,-0.49,-0.5,-1.12,-0.98,-0.79
20121224,-0.4,-0.4,-0.49,-0.11,-0.2,-0.28
20121226,-0.57,-0.57,-0.73,-0.48,-0.47,-0.59
20121227,-0.26,-0.06,-0.21,-0.24,-0.21,0.02
20121228,-0.57,-0.61,-0.47,-0.85,-1.03,-1.12
20121231,2.08,1.93,2.3,1.75,1.58,1.76
20130102,3.11,2.75,2.45,3.15,2.55,2.53
20130103,-0.1,-0.06,0.2,-0.17,-0.19,-0.11
20130104,0.77,0.81,0.93,1.1,0.72,0.21
20130107,-0.3,-0.49,-0.61,-0.51,-0.18,-0.38
20130108,-0.07,-0.33,-0.35,-0.17,-0.34,-0.22
20130109,0.58,0.47,0.42,0.19,0.38,0.27
20130110,0.22,0.22,0.14,0.95,0.72,0.64
20130111,-0.02,-0.02,0.07,-0.24,-0.06,0.14
20130114,-0.03,-0.06,0.03,0.06,-0.04,-0.14
20130115,0.35,0.55,0.54,0.41,0.21,0.03
20130116,-0.27,-0.22,-0.32,0.11,-0.22,0.12
20130117,0.87,0.86,1.09,0.47,0.54,0.62
20130118,0.16,0.37,0.54,0.25,0.32,0.24
20130122,0.76,0.77,0.78,0.88,0.44,0.37
20130123,-0.12,-0.28,-0.32,0.13,0.21,0.06
20130124,0.11,0.62,0.99,0.32,0.47,-0.39
20130125,0.53,0.42,0.43,0.55,0.87,0.34
20130128,0.33,0.08,0.07,-0.25,-0.26,-0.06
20130129,0.09,0.08,-0.28,0.39,0.32,0.5
20130130,-1.14,-1.21,-1.16,-0.26,-0.23,-0.43
20130131,0.64,0.48,0.69,0.14,-0.02,-0.32
20130201,1.21,1.08,1.07,1.22,1.08,0.84
20130204,-1.25,-1.34,-1.41,-1.33,-1.14,-1.17
20130205,1,1.11,1.12,1.18,1.11,1.05
20130206,0.39,0.52,0.38,0.35,0.11,0.07
20130207,-0.24,-0.24,-0.2,-0.28,-0.31,0.06
20130208,0.53,0.67,0.66,0.59,0.5,0.64
20130211,0.07,-0.13,-0.17,0.04,-0.09,-0.08
20130212,0.7,0.46,0.3,0.63,0.27,-0.09
20130213,0.11,0.28,0.29,0.17,0.26,0.01
20130214,0.42,0.4,0.42,0.74,-0.08,0.03
20130215,-0.09,-0.14,-0.23,-0.28,0.02,-0.2
20130219,1.02,0.96,1.16,0.89,0.83,0.59
20130220,-1.99,-1.96,-2.22,-1.96,-1.28,-1.15
20130221,-0.85,-0.97,-1.19,-0.99,-0.58,-0.57
20130222,1.28,1.03,1.26,1.27,0.78,0.97
20130225,-2.3,-2.23,-2.03,-2.56,-1.8,-1.59
20130226,0.54,0.37,0.43,0.57,0.49,0.73
20130227,1.05,1.01,1.15,1.63,1.41,1.16
20130228,0.07,-0.07,0.08,-0.12,-0.11,-0.05
20130301,0.37,0.19,0.46,0.33,0.32,0.05
20130304,0.39,-0.01,0.16,0.78,0.64,0.27
20130305,1.17,1.1,1.35,1.17,0.98,1
20130306,0.41,0.37,0.42,0.53,0.14,0.07
20130307,0.61,0.47,0.57,0.59,0.23,0.17
20130308,0.84,0.86,1.04,0.7,0.43,0.5
20130311,0.09,-0.08,0.19,0.43,0.23,0.35
20130312,-0.31,-0.23,-0.16,-0.56,-0.16,-0.18
20130313,0.4,0.33,0.62,0.25,0.15,0.21
20130314,0.96,1.06,0.94,0.66,0.48,0.57
20130315,-0.16,-0.06,-0.01,-0.39,-0.27,-0.13
20130318,-0.48,-0.54,-0.2,-0.75,-0.65,-0.32
20130319,-0.27,-0.29,-0.52,-0.69,-0.19,-0.16
20130320,1.06,0.93,0.97,1.01,0.76,0.62
20130321,-0.68,-0.82,-0.83,-1,-0.88,-0.84
20130322,0.12,0.16,0.17,0.51,0.64,0.77
20130325,-0.05,-0.06,0,-0.42,-0.31,-0.31
20130326,0.26,0.46,0.44,0.77,0.8,0.8
20130327,-0.01,-0.04,0.18,-0.03,-0.05,-0.01
20130328,0.1,0.16,0.06,0.62,0.45,0.35
20130401,-1.42,-1.43,-1.4,-0.83,-0.3,-0.59
20130402,-0.42,-0.5,-0.53,0.42,0.53,0.33
20130403,-1.79,-1.47,-1.6,-1.78,-1.14,-0.89
20130404,0.68,0.7,0.63,0.39,0.53,0.28
20130405,-0.23,-0.42,-0.15,-0.21,-0.38,-0.5
20130408,0.89,0.88,0.77,1.2,0.6,0.62
20130409,-0.04,0,-0.24,0.29,0.21,0.48
20130410,1.85,1.86,1.91,1.3,1.39,1.06
20130411,0.1,0.02,0.39,0.26,0.49,0.28
20130412,-0.45,-0.47,-0.47,-0.28,-0.26,-0.26
20130415,-3.93,-3.62,-4.15,-2.76,-2.18,-2.4
20130416,1.69,1.68,1.63,1.97,1.34,1.38
20130417,-1.79,-1.84,-1.91,-1.67,-1.47,-1.32
20130418,-0.69,-0.55,-0.5,-1.31,-0.75,-0.52
20130419,1.13,0.92,1.16,1.36,1.16,0.67
20130422,0.22,0.18,0.29,0.29,0.26,0.68
20130423,1.87,1.6,1.73,1.78,1.02,0.9
20130424,0.43,0.82,0.62,0.48,-0.29,0.14
20130425,0.71,0.53,0.87,0.66,0.5,0.39
20130426,-0.46,-0.71,-0.7,-0.42,-0.33,-0.01
20130429,0.69,0.72,0.78,0.49,0.52,0.85
20130430,0.42,0.78,0.39,0.06,0.04,0.51
20130501,-2.41,-2.4,-2.55,-0.97,-1.06,-0.89
20130502,1.79,1.68,1.1,1.29,0.93,0.99
20130503,1.7,1.85,1.6,1.44,0.92,1.11
20130506,0.76,0.49,0.47,0.87,0.09,0.1
20130507,0.5,0.74,0.93,0.41,0.62,0.44
20130508,0.21,0.35,0.42,0.67,0.58,0.34
20130509,-0.27,-0.4,-0.26,-0.29,-0.42,-0.26
20130510,0.95,0.91,0.84,0.74,0.64,0.25
20130513,0.06,-0.28,-0.56,0.15,-0.02,-0.03
20130514,1.31,1.3,1.44,1.48,1.12,0.92
20130515,0.4,0.44,0.42,0.48,0.66,0.4
20130516,-0.37,-0.33,-0.56,-0.88,-0.46,-0.49
20130517,1.06,1.07,1.37,1.17,0.98,1.03
20130520,0.24,0.37,0.5,-0.05,-0.31,0.14
20130521,-0.02,0,0.3,0.02,0.25,0.09
20130522,-1.66,-1.54,-1.53,-1.15,-0.88,-0.74
20130523,0.36,0.12,0.2,-0.29,-0.28,-0.18
20130524,0.22,0.09,-0.2,-0.31,-0.06,-0.01
20130528,1.41,1.54,1.44,1.11,0.65,0.7
20130529,-0.76,-0.81,-0.97,-0.26,-0.78,-0.69
20130530,1.05,0.86,0.82,1.14,0.43,0.29
20130531,-1.02,-0.85,-0.79,-1.43,-1.43,-1.25
20130603,0.72,0.64,0.4,-0.05,0.38,0.76
20130604,-1,-0.74,-0.73,-0.92,-0.43,-0.5
20130605,-1.45,-1.24,-1.44,-1.67,-1.28,-1.38
20130606,1.28,0.98,1.1,1.44,1,0.56
20130607,1.07,0.76,1.03,1.87,1.15,1.33
20130610,0.77,0.72,0.53,0.06,0.16,-0.16
20130611,-1.21,-1.11,-1.11,-1.73,-0.93,-0.93
20130612,-0.8,-0.95,-0.48,-0.96,-0.78,-0.79
20130613,1.61,1.66,1.78,1.84,1.53,1.26
20130614,-0.93,-1.01,-0.84,-0.88,-0.57,-0.55
20130617,0.78,0.78,0.46,0.81,0.81,0.66
20130618,1.09,1.23,1.05,0.68,0.91,0.69
20130619,-1.11,-1.1,-1.07,-1.22,-1.24,-1.41
20130620,-2.41,-2.29,-2.47,-2.66,-2.33,-2.5
20130621,0.46,0.29,-0.07,-0.24,0.29,0
20130624,-1.26,-1.34,-1.22,-1.59,-1.16,-1.11
20130625,1.06,1.08,1.2,1.53,1.05,0.67
20130626,0.29,0.04,0.34,0.92,1.02,0.94
20130627,1.72,1.59,1.45,1.16,0.71,0.52
20130628,-0.03,-0.21,0.02,-0.52,-0.4,-0.28
20130701,1.4,1.47,1.14,1.07,0.48,0.65
20130702,-0.05,-0.12,-0.08,-0.27,-0.09,-0.04
20130703,0.21,0.33,0.14,-0.18,0.17,0.15
20130705,1.58,1.59,1.43,1.47,1.09,0.94
20130708,0.17,0.54,0.49,0.43,0.61,0.49
20130709,0.56,1.06,0.98,1.18,0.62,0.73
20130710,0.42,0.28,0.03,-0.2,0.15,0.03
20130711,1.44,0.8,1.23,1.44,1.25,1.4
20130712,0.69,0.19,0.06,0.81,0.44,0.1
20130715,0.71,0.62,0.84,0.32,0.08,0.18
20130716,-0.37,-0.4,-0.41,-0.6,-0.45,-0.33
20130717,0.46,0.25,0.14,0.72,0.3,0.18
20130718,0.51,0.93,0.87,1.07,0.48,0.38
20130719,0.15,-0.02,-0.18,0.09,0.48,-0.25
20130722,0.36,0.35,0.36,0.28,0.29,0.11
20130723,0.08,-0.05,-0.16,-0.38,0.03,-0.24
20130724,-0.99,-0.57,-0.6,-0.99,-0.48,-0.04
20130725,0.88,0.94,0.92,1.19,0.24,0.2
20130726,-0.53,-0.71,-0.52,-0.08,0.01,0.19
20130729,-0.86,-0.67,-0.45,-0.51,-0.35,-0.26
20130730,0.26,0.06,0.46,0.14,-0.06,0.22
20130731,0.26,0.27,0.42,0.25,0.07,0.04
20130801,1.42,1.47,1.86,2.01,1.39,1.21
20130802,0.06,-0.19,-0.05,0.2,0.17,0.25
20130805,0.35,0.38,0.37,0.04,-0.19,-0.09
20130806,-1.11,-1.02,-0.98,-1.08,-0.55,-0.57
20130807,-0.98,-0.67,-0.62,-0.67,-0.28,-0.38
20130808,0.37,0.49,0.57,0.69,0.35,0.48
20130809,-0.31,-0.15,-0.09,-0.36,-0.3,-0.29
20130812,0.47,0.44,0.51,-0.22,-0.1,0.04
20130813,-0.1,-0.02,0.05,0.38,0.12,0.31
20130814,-0.34,-0.31,-0.49,-0.54,-0.62,-0.44
20130815,-1.71,-1.84,-1.85,-1.48,-1.45,-1.43
20130816,-0.14,-0.22,-0.15,0.08,-0.41,-0.2
20130819,-1.2,-0.8,-0.84,-1.27,-0.5,-0.44
20130820,1.5,1.24,1.46,0.9,0.5,0.3
20130821,-0.51,-0.8,-0.79,-0.61,-0.66,-0.52
20130822,1.51,1.29,1.39,1.23,0.89,0.76
20130823,0.16,0.09,0.03,0.2,0.31,0.56
20130826,0.3,-0.08,0.08,-0.23,-0.45,-0.26
20130827,-2.74,-2.41,-2.18,-2.27,-1.62,-1.55
20130828,0.52,0.31,0.5,0.41,0.15,0.43
20130829,1.27,0.82,0.89,0.46,0.33,0.13
20130830,-1.5,-1.55,-1.49,-0.39,-0.38,-0.38
20130903,0.76,0.34,0.51,0.96,0.46,0.25
20130904,0.96,0.76,0.62,0.69,0.9,0.81
20130905,0.39,0.37,0.37,0.4,0.2,0.06
20130906,0.18,-0.1,-0.24,-0.05,0.01,0.02
20130909,1.61,1.37,1.49,1.36,0.88,1.12
20130910,0.75,0.94,1,1.08,0.95,0.57
20130911,-0.14,0.07,0.21,0.2,0.34,0.24
20130912,-0.65,-0.63,-0.6,-0.53,-0.23,-0.27
20130913,0.45,0.57,0.56,0.08,0.29,0.3
20130916,0.01,0.32,0.15,0.58,0.61,0.4
20130917,1.06,0.93,0.72,0.85,0.35,0.54
20130918,0.98,0.82,0.71,1.01,0.99,1.3
20130919,-0.03,-0.27,0.04,-0.12,-0.33,0
20130920,-0.26,0.03,-0.2,-0.53,-0.59,-0.8
20130923,-0.36,-0.02,0,-1.15,-0.52,-0.2
20130924,0.42,0.24,0.35,-0.02,-0.22,-0.15
20130925,0,-0.15,0.08,0.39,-0.2,-0.49
20130926,0.44,0.41,0.7,0.34,0.39,0.43
20130927,-0.44,-0.38,-0.4,-0.46,-0.36,-0.39
20130930,-0.17,0.11,0.03,-0.62,-0.47,-0.57
20131001,1.34,1.13,1.22,0.88,0.93,0.79
20131002,-0.27,-0.61,-0.37,0.01,-0.13,-0.09
20131003,-1.18,-0.9,-1.04,-0.85,-0.88,-0.92
20131004,0.83,0.76,0.75,1.1,0.76,0.63
20131007,-1.22,-1.17,-1.45,-1.22,-0.96,-0.78
20131008,-2.19,-1.2,-1.64,-1.81,-1.22,-1.18
20131009,-0.86,0.13,-0.06,-0.09,0.01,0.04
20131010,2.57,2.23,2.53,2.67,2.18,2.06
20131011,1.28,1.54,1.49,0.59,0.74,0.62
20131014,0.58,0.62,0.68,0.44,0.32,0.49
20131015,-1.06,-0.86,-0.71,-0.83,-0.76,-0.6
20131016,1.39,0.99,0.94,1.99,1.29,1.26
20131017,0.78,0.97,0.66,0.81,0.67,0.63
20131018,0.77,1.23,0.92,0.65,1.08,0.39
20131021,-0.27,-0.09,0.09,-0.16,0.03,0.03
20131022,0.16,0.23,0.28,0.28,0.52,0.63
20131023,-0.56,-0.54,-0.03,-1.05,-0.53,-0.35
20131024,0.67,0.8,0.72,0.6,0.16,0.54
20131025,-0.01,0.14,-0.09,0.07,0.4,0.44
20131028,-0.08,0.05,0,-0.31,0.03,0.31
20131029,0.29,0.39,0.65,0.58,0.67,0.39
20131030,-1.64,-1.05,-1.01,-0.85,-0.55,-0.4
20131031,-0.73,-0.31,-0.5,-0.71,-0.25,-0.28
20131101,-0.51,-0.37,-0.29,-0.08,0.43,0.18
20131104,1.17,1.07,1.33,0.51,0.17,0.59
20131105,-0.29,-0.43,-0.12,-0.34,-0.38,-0.08
20131106,-0.62,-0.17,-0.75,-0.22,0.48,0.42
20131107,-1.81,-1.58,-1.86,-1.61,-1.47,-1.33
20131108,2.21,2.07,1.94,1.89,1.53,1.18
20131111,0.25,-0.03,0.26,0.17,0.02,0.16
20131112,-0.11,0.02,0.43,-0.62,-0.17,-0.13
20131113,1.08,0.96,0.9,1.3,0.91,0.75
20131114,-0.14,-0.02,0.04,0.8,0.44,0.41
20131115,0.59,0.27,0.67,0.4,0.45,0.4
20131118,-1.23,-0.43,-0.83,-0.81,-0.38,-0.42
20131119,-0.52,-0.48,-0.46,-0.16,-0.35,-0.16
20131120,-0.02,-0.14,-0.04,-0.38,-0.32,-0.31
20131121,1.93,1.66,1.71,1.52,0.78,0.84
20131122,0.4,0.55,0.26,0.47,0.49,0.49
20131125,0.08,0.07,-0.04,-0.24,-0.08,-0.09
20131126,1.16,0.71,0.65,0.3,0.01,0.09
20131127,0.55,0.69,0.49,0.21,0.11,0.42
20131129,0.34,0.06,0.08,-0.15,-0.15,0.09
20131202,-1.1,-1.32,-1.07,-0.32,-0.18,-0.27
20131203,-0.5,-0.4,-0.54,-0.5,-0.45,-0.17
20131204,-0.16,-0.2,-0.49,0.29,-0.15,-0.11
20131205,0.26,0.03,0.15,-0.53,-0.46,-0.31
20131206,0.68,0.92,0.74,1.02,1.19,0.95
20131209,-0.15,-0.28,-0.14,0.3,0.11,0.21
20131210,-0.89,-0.91,-0.69,-0.18,-0.2,-0.47
20131211,-1.79,-1.37,-1.3,-1.59,-1.16,-0.98
20131212,0.13,0.22,0.19,0.25,-0.37,-0.4
20131213,0.39,0.27,0.22,0.29,0.11,-0.07
20131216,1.2,1.16,1.28,0.43,0.66,0.7
20131217,-0.11,-0.03,-0.14,-0.07,-0.28,-0.35
20131218,1.18,1.17,1.45,1.85,1.69,1.44
20131219,-0.44,-0.72,-0.49,0,-0.06,-0.08
20131220,2,1.71,1.72,0.71,0.56,0.54
20131223,1.22,0.91,1,0.77,0.5,0.57
20131224,0.5,0.37,0.33,0.27,0.29,0.35
20131226,0.09,0.07,0.14,0.2,0.44,0.58
20131227,-0.07,-0.05,-0.07,-0.22,0.03,-0.05
20131230,0,-0.03,-0.01,-0.22,0.08,0.01
20131231,0.35,0.15,0.31,0.52,0.34,0.48
20140102,-0.84,-1.35,-1.13,-0.61,-0.89,-0.94
20140103,0.54,0.33,0.36,0.38,-0.04,-0.17
20140106,-0.7,-0.85,-0.88,-0.03,-0.21,-0.48
20140107,1.02,0.91,0.84,0.57,0.78,0.59
20140108,0.34,-0.21,0.03,0.49,0.03,-0.14
20140109,0.63,0.06,-0.34,0.1,0.01,-0.01
20140110,1.15,0.32,0.36,0.14,0.15,0.34
20140113,-1.36,-1.29,-1.75,-1.58,-1.12,-1.4
20140114,1.2,1.22,1.26,1.36,1.02,1.18
20140115,0.99,0.67,0.61,0.79,0.57,0.37
20140116,0.29,-0.13,0,-0.37,-0.08,-0.07
20140117,-0.32,-0.32,-0.59,-0.39,-0.28,-0.5
20140121,0.89,0.64,0.41,0.17,0.36,0.19
20140122,0.46,0.39,0.44,0.28,0.15,0
20140123,-0.79,-0.81,-0.98,-1.29,-0.83,-0.73
20140124,-2.67,-2.31,-2.72,-2.47,-2.14,-2.01
20140127,-1.65,-1.13,-1.21,-0.92,-0.53,-0.49
20140128,1.29,0.65,0.79,1.45,0.84,0.29
20140129,-1.33,-1.51,-1.28,-1.27,-0.96,-1.01
20140130,1.66,1.44,1.14,1.95,1.42,0.73
20140131,-0.86,-0.89,-0.55,-0.69,-0.7,-0.6
20140203,-3.34,-3.19,-3.18,-2.57,-2.4,-2.32
20140204,0.79,0.67,0.63,0.9,0.75,0.76
20140205,-0.9,-0.68,-0.65,-0.25,-0.13,-0.23
20140206,0.77,0.97,0.98,1.28,1.41,1.22
20140207,1.57,0.67,0.92,1.6,1.18,1.37
20140210,0.59,-0.01,-0.17,0.03,0.2,0.2
20140211,0.92,0.99,0.89,1.03,1.17,1.09
20140212,0.28,0.29,0.44,0.02,-0.03,0.22
20140213,1.45,1.16,1.34,0.94,0.53,0.66
20140214,-0.06,0.35,0.11,0.03,0.49,0.6
20140218,1.47,0.79,1.11,0.39,0.17,0.13
20140219,-1.15,-1.13,-0.88,-0.99,-0.7,-0.61
20140220,1.28,0.94,1.32,0.66,0.71,0.59
20140221,0.21,0.21,0.35,-0.04,-0.14,-0.17
20140224,0.95,0.81,0.79,0.76,0.59,0.6
20140225,0.16,-0.32,-0.29,-0.29,-0.18,-0.03
20140226,0.81,0.64,0.7,0,0.09,0.08
20140227,0.73,0.63,0.33,0.64,0.41,0.56
20140228,-0.98,0.24,-0.44,-0.03,0.25,0.29
20140303,-0.57,-0.7,-0.7,-0.83,-0.79,-0.62
20140304,2.86,2.61,2.47,1.96,1.56,1.46
20140305,0.05,-0.27,-0.09,0.72,0.09,-0.28
20140306,-0.49,0.33,0.4,0.37,0.21,0.12
20140307,-0.08,0.17,0.29,0.06,0.11,0.02
20140310,-0.13,-0.18,-0.11,-0.05,-0.13,-0.05
20140311,-1.36,-1.01,-1.04,-0.88,-0.68,-0.3
20140312,0.56,0.18,0.42,0.13,0.14,0.08
20140313,-1.47,-0.96,-1.31,-1.42,-1.07,-1.23
20140314,0.44,0.4,0.55,-0.5,-0.12,-0.23
20140317,0.42,0.71,0.66,0.84,1.03,0.89
20140318,1.8,1.29,1.11,0.77,0.7,0.83
20140319,-0.59,-0.52,-0.92,-0.28,-0.6,-0.68
20140320,0.13,0.45,0.28,0.84,0.62,0.41
20140321,-0.96,-0.18,-0.06,-0.46,-0.27,-0.36
20140324,-1.76,-0.88,-1.16,-0.98,-0.63,-0.28
20140325,-0.18,0.14,0,0.03,0.4,0.4
20140326,-2.34,-1.69,-1.53,-1.18,-0.82,-0.62
20140327,-0.18,-0.51,-0.33,-0.47,-0.15,-0.1
20140328,-0.29,0.24,0.5,0.19,0.45,0.54
20140331,2.02,1.75,1.85,1.13,0.8,0.85
20140401,1.5,1.45,1.24,0.94,0.71,0.84
20140402,0.26,0.42,0.28,0.18,0.34,0.31
20140403,-1.43,-0.58,-0.81,-0.77,0.11,-0.29
20140404,-2.87,-2.02,-2.03,-1.63,-1.41,-1.24
20140407,-1.61,-1.48,-1.86,-1.64,-1.31,-0.98
