,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19920923,-0.2,0.01,-0.17,-0.39,0.17,-0.17
19920924,0.45,0.46,0.42,0.35,0.36,0.39
19920925,-1.03,-0.65,-1.01,-1.24,-0.95,-1.06
19920928,-0.32,-0.3,-0.08,0.02,0.49,0.35
19920929,-0.01,-0.09,0.34,0.08,0.07,0.23
19920930,0.6,0.87,1.1,0.36,0.27,0.46
19921001,-1.02,-0.46,-0.61,-0.99,-0.31,-0.27
19921002,-1.35,-0.75,-0.83,-1.58,-1.28,-1.23
19921005,-1.9,-1.31,-1.5,-0.33,-0.79,-0.67
19921006,0.48,0.45,0.8,0.57,-0.04,0.16
19921007,-0.11,0.1,0.09,-0.81,-0.59,-0.63
19921008,0.92,0.28,0.69,0.54,0.91,0.82
19921009,-0.67,-0.67,-0.45,-1.54,-1.01,-1.15
19921012,0.4,0.52,0.52,1.08,1.01,1.03
19921013,0.41,0.39,0.38,0.49,0.38,0.69
19921014,0.09,0.17,0.29,-0.08,-0.02,0.12
19921015,0.19,0.24,0.2,-0.84,0.11,0.42
19921016,0.37,0.22,0.41,0.09,0.5,0.58
19921019,1.36,0.64,0.97,0.54,0.75,1.29
19921020,0.5,0.58,0.5,0.09,-0.08,0.48
19921021,0.43,0.34,0.59,0.16,-0.05,0.44
19921022,0.05,-0.07,-0.14,0.24,-0.2,-0.29
19921023,0.66,0.2,0.31,-0.27,-0.09,-0.33
19921026,0.21,0.2,0.33,0.77,0.92,0.92
19921027,0.04,-0.07,-0.06,-0.35,0.14,0.04
19921028,0.67,0.61,0.54,0.99,0.35,0.47
19921029,0.45,0.25,0.33,0.25,0.17,0.45
19921030,0.5,0.51,0.08,0.3,-0.39,-0.67
19921102,0.92,0.28,0.45,0.91,0.79,0.93
19921103,0.06,0.05,-0.09,-0.37,-0.73,-0.33
19921104,0.14,-0.09,0.05,-0.93,-0.5,-0.43
19921105,1.04,0.21,0.51,0.29,0.23,0.76
19921106,0.73,0.31,0.23,0.1,-0.17,0.21
19921109,0.86,0.56,0.72,0.32,0.28,0.35
19921110,0.55,0.74,0.5,0.3,-0.01,0.25
19921111,1.4,0.77,1.09,1.5,0.64,0.87
19921112,0.17,0.04,0.1,0.32,0.14,-0.04
19921113,0.61,0.23,0.26,-0.2,0.01,-0.04
19921116,-0.18,-0.18,-0.11,-0.32,-0.32,-0.37
19921117,-0.79,-0.22,-0.41,-0.57,-0.29,-0.42
19921118,0.87,0.64,0.7,0.91,0.85,0.75
19921119,0.29,0.37,0.55,-0.15,0.25,0.32
19921120,0.46,0.64,0.71,0.45,0.76,0.68
19921123,-0.22,0.02,0.24,-0.14,-0.24,-0.52
19921124,0.37,0.57,0.72,0.55,0.45,0.9
19921125,0.32,0.57,0.73,0.23,0.39,0.51
19921127,0.49,0.11,0.35,0.5,0.09,0.39
19921130,0.7,0.7,0.5,0.25,0.19,0.56
19921201,0.08,0.1,0.17,0.37,-0.18,-0.08
19921202,0.2,0.18,0.2,-0.04,-0.25,-0.35
19921203,0.32,0.19,0.18,0.14,-0.02,0.12
19921204,0.42,0.45,0.65,0.32,0.51,0.71
19921207,0.24,0.44,0.83,0.81,0.64,0.6
19921208,0.04,0.24,0.38,0.35,0.45,0.12
19921209,-0.63,-0.25,-0.26,-0.34,-0.07,-0.64
19921210,-0.97,-0.31,-0.46,-0.36,-0.13,-0.54
19921211,-0.02,0.07,-0.09,0.12,-0.18,-0.36
19921214,-0.29,-0.03,0.05,-0.06,-0.21,-0.13
19921215,-0.66,-0.27,-0.3,-0.88,0.15,-0.18
19921216,-0.72,-0.34,-0.6,-0.78,-0.22,-0.19
19921217,0.54,0.61,0.61,0.73,0.93,1.1
19921218,0.69,0.31,0.76,1.06,1.28,1.02
19921221,-0.57,-0.22,0.16,-0.25,-0.12,0.21
19921222,-0.53,-0.04,0.27,-0.28,-0.01,0.04
19921223,0.01,0.19,0.21,-1.48,0.01,0.48
19921224,0.49,0.27,0.45,0.33,0.03,0.38
19921228,-0.4,-0.22,-0.01,-0.35,-0.08,0.36
19921229,0.23,0.38,0.55,-0.25,-0.19,0.17
19921230,0.86,0.43,0.71,0.09,0.15,0.22
19921231,1.65,1.11,0.92,-0.31,-0.48,-0.19
19930104,-0.06,-0.31,-0.62,-0.24,-0.19,-0.42
19930105,0.22,0.26,0.07,-0.83,-0.22,0.28
19930106,0.61,0.48,0.68,-0.81,0.09,0.77
19930107,-0.37,-0.22,-0.05,-1.02,-0.79,-0.77
19930108,-0.24,-0.38,-0.67,0.13,-0.54,-0.35
19930111,0.49,0.42,0.44,0.74,0.25,0.55
19930112,-0.36,-0.16,-0.17,-0.24,0.11,0.03
19930113,0.04,0.68,0.53,0.06,0.46,0.87
19930114,0.86,0.78,0.97,0.79,0.4,1.36
19930115,0.63,0.66,0.67,-0.24,0.35,0.56
19930118,-0.06,0.2,0.47,-0.36,-0.2,0.49
19930119,-0.02,0.13,0.23,-0.73,-0.46,0.17
19930120,0.09,0.1,0.41,0.14,-0.38,-0.44
19930121,0.52,0.31,0.33,0,0.46,0.66
19930122,0.5,0.41,0.5,0.41,0.33,-0.07
19930125,0.8,0.63,0.92,0.29,0.94,0.58
19930126,-0.03,0.4,0.61,-0.67,0,0.26
19930127,-1.26,-0.71,-0.8,-0.37,-0.54,-0.37
19930128,-0.45,-0.17,-0.28,0.14,0.27,-0.42
19930129,0.32,0.21,0.56,0.26,0.12,-0.06
19930201,0.11,0.23,0.52,0.29,0.84,1.33
19930202,0.14,0.25,0.3,-0.58,0.14,0.47
19930203,0.49,1.08,0.95,1.34,0.81,1.04
19930204,0.11,0.48,0.39,0.13,0.64,0.72
19930205,-0.88,-0.41,-0.59,0.02,-0.07,-0.69
19930208,-0.12,0.05,-0.01,-0.15,-0.17,-0.29
19930209,-0.73,-0.38,-0.9,-0.19,-0.62,-0.84
19930210,0.24,-0.04,0.04,0.32,0.08,0.44
19930211,0.43,0.43,0.59,0.68,0.21,0.28
19930212,-0.53,-0.39,-0.45,-0.5,-0.57,-0.72
19930216,-3.09,-2.72,-3.41,-3.34,-2.15,-2.89
19930217,-0.62,-1.01,-1.33,-0.29,-0.32,-0.28
19930218,0.12,0.17,0.67,-0.96,-0.31,0.24
19930219,0.4,0.14,0.54,-1.46,0.54,1.16
19930222,-2.25,-0.87,-0.93,-0.54,0.28,-0.08
19930223,-0.24,-0.2,-0.1,1.35,-0.18,-0.44
19930224,0.98,0.66,1.1,1.89,1.21,1.74
19930225,0.33,0.44,0.57,0.34,0.29,0.62
19930226,0.42,0.79,0.81,0.36,0.27,0.14
19930301,-0.18,0.01,0.25,0.38,-0.34,-0.14
19930302,0.77,0.39,0.81,1.02,1.19,1.47
19930303,0.46,0.51,0.86,0.12,0.31,0.89
19930304,-0.15,-0.02,-0.04,-0.92,-0.21,-0.53
19930305,0.25,0.25,0.23,-0.19,-0.29,-0.08
19930308,0.53,0.63,0.86,1.69,1.58,1.89
19930309,-0.08,0.3,0.42,0.09,-0.14,0.45
19930310,0.53,0.28,0.81,1.53,0.29,0.25
19930311,0.23,0.19,0.33,-0.5,-0.5,-0.35
19930312,-0.41,-0.43,-0.3,-0.38,-0.93,-0.7
19930315,0.43,0.43,0.39,0,0.28,0.59
19930316,-0.37,-0.14,-0.01,-1.23,0.16,0.37
19930317,-0.79,-0.37,-0.37,-1.28,-0.55,-0.71
19930318,0.18,0.25,0.05,0.19,0.93,0.74
19930319,-0.69,-0.36,-0.29,-0.79,-0.42,-0.39
19930322,-1.05,-0.64,-0.75,-0.62,-0.22,-0.35
19930323,-0.32,-0.03,-0.22,0.84,-0.33,-0.12
19930324,-0.49,-0.15,-0.08,-1.6,0.08,0.38
19930325,0.53,0.33,0.78,0.76,0.54,0.88
19930326,0.06,0.16,0.51,-0.75,-0.48,-0.26
19930329,0.06,-0.04,0.17,0.73,0.51,0.42
19930330,0.29,0.32,0.26,1.91,0.06,0.13
19930331,0.89,0.71,0.49,0.08,-0.12,0.33
19930401,-0.12,-0.21,-0.12,-0.89,-0.13,-0.51
19930402,-1.7,-1.33,-1.82,-4.09,-1.38,-1.98
19930405,-0.46,-0.37,-0.12,0.51,0.1,0.15
19930406,-0.81,-0.42,-0.7,-0.95,-0.43,0.07
19930407,-0.11,0.25,0.22,-0.04,0.05,1.15
19930408,-0.69,-0.25,0.28,-1.45,-0.14,0.33
19930412,0.17,0.43,0.54,1.96,1.09,1.68
19930413,0.27,0.57,0.71,-0.08,0.29,0.63
19930414,-0.17,0.02,0.28,0.23,-0.08,-0.25
19930415,-0.53,-0.01,-0.26,0.02,-0.13,-0.24
19930416,-0.14,-0.04,-0.16,0.64,-0.03,-0.29
19930419,-0.26,-0.28,-0.4,0.72,-0.48,-0.89
19930420,-0.13,-0.21,-0.6,0.86,-0.68,-1.25
19930421,0.68,0.27,0.24,0.07,-0.36,-0.25
19930422,0.26,0.2,-0.02,-1.41,-0.79,-0.62
19930423,-0.18,-0.08,-0.52,-0.33,-0.47,-1.11
19930426,-1.36,-0.89,-1.85,-0.42,-0.59,-2.03
19930427,0.3,0.13,-0.01,1.73,0.78,0.99
19930428,0.29,0.34,0.43,-0.07,0.05,0.42
19930429,0.07,0.16,0.41,-0.13,0.3,0.27
19930430,0.73,0.35,0.85,0.36,0.21,0.55
19930503,0.29,0.37,0.47,1.33,0.27,0.73
19930504,1.26,0.81,1.09,0.03,0.56,0.88
19930505,0.91,0.4,0.81,0.64,0.03,0.33
19930506,0.1,0.22,0.09,-0.5,-0.26,-0.42
19930507,0.29,-0.03,-0.06,0.35,-0.31,-0.28
19930510,0.24,0.18,0.12,0.38,0.16,0.17
19930511,0.38,0.31,0.21,0.29,0.36,0.4
19930512,0.3,0.09,-0.02,-0.45,0.31,-0.19
19930513,-0.62,-0.26,-0.53,-0.82,-1.2,-1.52
19930514,0.37,0.09,-0.23,0.77,-0.2,-0.29
19930517,-0.01,-0.03,-0.16,0.52,0.04,0.2
19930518,0.17,0.13,-0.07,0.09,-0.19,0.54
19930519,0.67,0.22,0.38,1.43,1.41,2.14
19930520,0.47,0.42,0.76,0.61,0.84,0.52
19930521,0.07,0,0.06,-0.99,-0.84,-0.97
19930524,-0.01,0.02,-0.1,0.33,0.29,0.43
19930525,0.45,0.28,0.25,0.05,0.28,0.43
19930526,0.44,0.62,0.65,1.06,0.84,1.42
19930527,0.24,0.41,0.44,-0.78,-0.01,-0.12
19930528,0,-0.04,-0.11,-0.19,-0.47,-0.53
19930601,0.23,0.22,0.43,0.58,0.77,1.16
19930602,0.28,0.15,0.37,0.02,-0.05,0.19
19930603,0.21,0.09,0.17,-0.57,-0.15,-0.14
19930604,0,-0.34,-0.32,-0.84,-0.46,-0.68
19930607,-0.61,-0.44,-0.65,-0.62,-0.51,-1.05
19930608,-0.79,-0.59,-1.07,-0.8,-0.55,-0.95
19930609,-0.14,0.06,0.37,0.07,0.36,0.37
19930610,-0.33,-0.21,-0.18,0.4,-0.27,-0.23
19930611,0.2,0.25,0.14,0.66,0.07,0.81
19930614,-0.05,0.13,0.13,0.1,0.04,0.43
19930615,0.24,0.22,0.43,-0.83,-0.04,0.01
19930616,-0.11,-0.06,-0.19,0.3,0.29,-0.09
19930617,-0.05,-0.1,0.01,0.19,0.29,0.22
19930618,-0.39,-0.24,-0.27,-1.58,-0.83,-0.75
19930621,-0.36,-0.17,-0.17,0.24,0.5,0.53
19930622,-0.76,-0.25,0.06,-0.6,0.06,0.12
19930623,-0.36,-0.21,-0.15,-0.38,-0.51,-0.45
19930624,0.02,0.42,0.2,0.73,0.78,0.71
19930625,0.54,0.35,0.65,0.31,0.09,0.83
19930628,0.6,0.49,0.94,0.59,1.09,1.65
19930629,0.01,0.04,0.35,-0.13,-0.36,-0.06
19930630,0.62,0.32,0.7,-0.36,0.2,0.21
19930701,0.37,0.32,0.23,-0.69,-0.09,-0.25
19930702,0.14,0.13,-0.06,-0.7,-0.42,-0.6
19930706,-0.43,-0.05,-0.19,-0.95,-0.76,-0.96
19930707,-0.25,-0.1,-0.33,0.56,0.14,-0.04
19930708,0.18,0.53,0.54,1.3,1.09,1.04
19930709,0.36,0.09,0.59,-0.15,-0.07,0.36
19930712,0.28,0.2,0.31,0.28,-0.07,0.4
19930713,0.14,0.31,0.26,-0.09,-0.14,0.04
19930714,0.3,0.57,0.8,0.55,0.37,0.34
19930715,-0.17,-0.13,0.02,-0.63,-0.11,0.01
19930716,-0.56,-0.13,-0.55,-1.43,-0.28,-1.03
19930719,-0.51,-0.37,-0.63,-0.38,0,0.13
19930720,-0.04,0.01,0.3,0.43,-0.02,0.75
19930721,-0.14,0.04,-0.16,-0.26,-0.02,0
19930722,-0.58,-0.27,-0.6,-0.73,-0.45,-0.7
19930723,0.56,0.07,0.11,0.37,0.46,0.69
19930726,0.44,0.43,0.63,0.07,0.56,1
19930727,-0.34,-0.02,-0.08,-0.21,-0.14,-0.43
19930728,0.14,0.27,0.37,-0.53,0.11,-0.16
19930729,0.18,0.15,0.23,0.26,0.71,0.72
19930730,0.07,-0.06,0.1,-0.53,-0.45,-0.34
19930802,0.05,0.07,0.47,0.03,0.47,0.79
19930803,0.04,0.09,0.47,-0.02,-0.2,0.21
19930804,-0.06,0.3,0.29,-0.27,-0.21,0.55
19930805,-0.39,-0.13,-0.03,-0.26,-0.04,0.17
19930806,0.28,0.17,0.33,0.06,0.06,0.35
19930809,-0.12,-0.05,0.41,-0.1,0.67,0.74
19930810,-0.1,0.25,0.18,-0.49,-0.11,-0.05
19930811,-0.02,0.19,0.15,0.08,0.19,0.23
19930812,-0.26,-0.2,-0.06,-0.51,-0.25,-0.21
19930813,0.05,0.07,0.21,0.38,0.21,-0.03
19930816,0.24,0.1,0.35,0.78,0.41,0.59
19930817,0.37,0.24,0.52,1.4,-0.17,0.22
19930818,0.76,0.49,0.46,1.91,0.29,-0.2
19930819,0.09,-0.15,-0.06,0.62,-0.13,-0.27
19930820,0.36,0.16,0.15,-0.21,0.06,0.01
19930823,-0.14,-0.06,0.05,-0.46,-0.14,0.09
19930824,0.58,0.47,0.73,0.68,0.95,1.11
19930825,0.21,-0.01,0.16,-0.75,0.5,-0.02
19930826,-0.11,-0.04,-0.25,0.2,0.2,-0.1
19930827,0.28,0.08,0.13,0.03,-0.32,0.16
19930830,0.17,0.21,0.49,0.19,0.34,0.33
19930831,0.67,0.61,0.6,0.42,0.41,0.41
19930901,-0.03,0.28,0.51,-0.17,-0.05,0.21
19930902,0.2,0.27,0.52,0.09,-0.4,-0.41
19930903,0.27,0.33,0.19,-0.16,0.26,-0.12
19930907,-0.96,-0.53,-1.2,-0.89,-0.49,-0.88
19930908,-1.21,-0.84,-1.52,-0.56,-0.34,-0.82
19930909,0.58,0.31,0.83,0.01,0.03,1.07
19930910,0.8,0.64,0.95,0.6,1.08,0.83
19930913,-0.22,0,0.03,-0.12,0.22,-0.11
19930914,-0.8,-0.46,-0.82,0.05,-0.61,-0.94
19930915,0.22,0.2,0.54,0.23,0.3,0.6
19930916,0.04,0.02,0.3,-0.5,-0.25,-0.27
19930917,0.1,0.28,0.19,-0.24,-0.22,0.19
19930920,-0.08,0.09,0,-1.01,-0.81,-0.03
19930921,-1.18,-0.71,-0.97,0.01,-0.56,-1.02
19930922,1.11,0.66,1.42,0.41,0.57,1.76
19930923,0.34,0.44,0.79,0.87,0.03,0.84
19930924,0.29,0.11,0.48,-0.14,0.01,0.3
19930927,0.43,0.43,0.54,0.54,0.92,0.98
19930928,0.04,0.15,0.58,-0.32,0.09,0.34
19930929,0.21,0.26,0.4,-0.41,-0.03,-0.4
19930930,0.79,0.66,0.6,0.01,-0.08,-0.59
19931001,-0.15,-0.02,0.16,0.22,0.42,0.5
19931004,-0.01,0.12,0.4,-0.05,0.03,0.16
19931005,-0.24,-0.13,-0.11,0.72,-0.33,-0.3
19931006,0.55,0.36,0.52,-0.06,-0.09,-0.21
19931007,-0.02,0.11,-0.2,0,-0.41,-0.44
19931008,0.09,0.14,-0.14,0.2,0.17,0.2
19931011,0.3,0.08,0.7,0.79,-0.04,-0.06
19931012,0.47,0.25,0.66,-0.13,0.03,0.73
19931013,0.57,0.27,0.78,0.19,-0.15,0.61
19931014,0.68,0.29,0.45,1.14,0.82,1.09
19931015,0.71,0.22,0.51,1.28,0.34,-0.11
19931018,-0.04,0.04,-0.21,0.32,-0.31,-1.04
19931019,-0.87,-0.73,-1.62,-0.77,-0.33,-1.19
19931020,-0.24,-0.02,-0.43,0,-0.09,-0.08
19931021,-0.04,-0.04,-0.03,0.19,-0.3,0.02
19931022,0.38,0.09,0.16,-0.69,-0.31,0.01
19931025,0.23,0.03,-0.3,0.43,0.18,-0.47
19931026,-0.04,-0.04,-0.33,-0.15,-0.07,-0.23
19931027,0.31,0.14,0.75,-0.16,0.07,0.85
19931028,0.47,0.36,0.33,0.83,0.32,0.67
19931029,0.91,0.74,1.03,0.39,-0.03,0.2
19931101,-0.02,-0.19,0.26,0.42,0.18,0.4
19931102,0.32,0.28,0.39,0.28,-0.31,-0.26
19931103,-0.6,-0.89,-1.3,-0.34,-1.45,-1.92
19931104,-0.73,-1.23,-1.72,-0.88,-1.33,-1.71
19931105,-0.02,-0.01,-0.04,0.52,0.55,0.58
19931108,0.51,0.35,0.6,0.36,0.03,0.45
19931109,0.35,0.41,0.51,0.3,0.07,0.11
19931110,0.72,0.25,0.52,1.12,0.32,0.91
19931111,0.28,0.31,0.24,0.3,-0.23,-0.28
19931112,0.56,0.21,-0.04,0.93,0.48,0.18
19931115,-0.49,-0.15,-0.84,0.07,-0.48,-0.65
19931116,-0.2,-0.07,-0.62,0.82,0.69,0
19931117,-0.66,-0.46,-0.86,-0.88,-0.26,-0.52
19931118,-0.59,-0.46,-0.82,-0.12,-0.26,-0.71
19931119,-0.32,-0.13,-0.58,0.01,-0.2,-0.61
19931122,-1.36,-1.13,-2.12,-0.66,-0.63,-1.82
19931123,0.47,0.21,0.7,0.15,0.45,0.98
19931124,0.35,0.4,0.85,0.57,0.03,1.11
19931126,0.18,0.13,0.19,0.43,0.25,0.15
19931129,-0.18,0.1,-0.27,-0.3,-0.08,-0.24
19931130,0.58,0.07,0.03,-0.29,-0.06,-0.06
19931201,0.52,0.79,1.03,-0.09,0.09,0.78
19931202,-0.08,0.13,0.21,0.06,0.28,0.39
19931203,0.38,0.28,0.36,0.33,0.33,0.69
19931206,-0.08,0.17,0.15,0.53,0.46,-0.03
19931207,-0.04,0.02,0.04,0.09,0.12,-0.15
19931208,0.39,0.03,0.12,-0.05,-0.19,-0.01
19931209,-0.34,-0.21,-0.28,-0.84,-0.26,-0.38
19931210,-0.11,-0.07,-0.1,-0.24,0,0.08
19931213,-0.28,-0.18,-0.3,0.28,0.22,0.36
19931214,-0.79,-0.62,-1.14,-0.55,-0.35,-0.92
19931215,-0.07,0.05,-0.12,-0.03,-0.19,-0.43
19931216,0,0.39,0.33,0.27,0.37,0.06
19931217,0.47,0.59,0.69,0.54,0.79,0.6
19931220,-0.38,-0.15,-0.07,-0.16,-0.07,0.06
19931221,-0.53,-0.53,-0.56,-0.18,-0.14,-0.29
19931222,-0.13,-0.32,0.01,0.29,0.37,0.42
19931223,0.5,0.13,0.3,0.18,0.02,0.25
19931227,0.25,0.45,0.41,0.57,0.7,0.58
19931228,0.47,0.26,0.39,0.27,0.14,0.36
19931229,0.69,0.67,0.89,0,-0.07,0.14
19931230,0.14,-0.04,0.34,-0.43,-0.36,-0.06
19931231,1.07,1.12,1.26,-0.32,-0.37,-0.06
19940103,0.08,-0.74,-0.88,0.4,-0.4,-1.04
19940104,0.64,0.26,0.14,0.79,-0.08,0.48
19940105,0.54,0.29,0.39,0.52,0.03,0.26
19940106,0.1,-0.11,0.37,-0.25,-0.1,-0.02
19940107,0.19,0.37,0.36,0.64,0.51,0.46
19940110,0.11,0.21,0.3,0.98,0.97,1.1
19940111,-0.08,-0.14,-0.13,-0.23,-0.28,0.15
19940112,-0.15,0.21,0.2,-0.05,0.04,0.03
19940113,0.23,0.18,0.2,-0.35,-0.33,0.05
19940114,0.33,0.1,0.31,0.45,0.26,0.91
19940117,-0.06,0.18,0.06,-0.27,-0.34,-0.18
19940118,0.09,0.09,0.14,-0.1,0.13,0.22
19940119,0.07,0.24,0.06,-0.38,0.01,-0.09
19940120,0.53,0.29,0.08,0.3,0.22,0.13
19940121,0.16,0.13,0.22,-0.2,-0.14,0.02
19940124,-0.27,-0.33,-0.34,-0.48,-0.61,-0.26
19940125,-0.37,-0.27,-0.33,0.22,-0.18,-0.57
19940126,0.32,0.45,0.3,0.67,0.49,0.26
19940127,-0.05,0.32,0.39,0.8,0.89,0.91
19940128,0.39,0.33,0.47,0.46,0.44,0.43
19940131,0.39,0.66,0.62,0.44,0.46,0.78
19940201,-0.01,0.09,-0.13,-0.11,-0.47,-0.12
19940202,0.42,0.25,0.39,0.3,0.44,0.63
19940203,0.08,-0.15,-0.04,-0.12,-0.37,-0.06
19940204,-2.11,-1.69,-2.43,-2.06,-2.19,-2.64
19940207,0.24,-0.17,-0.26,0.19,0.38,0.59
19940208,0.41,0.72,0.67,-0.56,-0.19,0.59
19940209,0.36,0.6,0.81,0.45,0.31,0.6
19940210,-0.22,-0.33,-0.33,-0.7,-0.67,-0.79
19940211,-0.36,-0.29,-0.55,0.05,0.35,-0.26
19940214,0.12,0.08,0.21,0.02,0,0.36
19940215,0.24,0.34,0.59,0.25,0.53,0.65
19940216,0.38,0.43,0.59,-0.11,-0.04,0.12
19940217,-0.12,-0.35,-0.39,-0.24,-0.55,-0.51
19940218,-0.15,-0.24,-0.28,-0.42,-0.58,-0.42
19940222,0.1,0.13,0.21,0.91,0.72,0.63
19940223,-0.23,-0.11,0.05,0.19,-0.2,-0.26
19940224,-0.95,-0.59,-1.17,-1.05,-1.2,-1.58
19940225,0.32,0.37,0.19,0.52,0.43,0.2
19940228,0.76,0.9,1.12,0.18,0.24,0.51
19940301,-0.51,-0.33,-0.67,-0.48,-0.5,-0.51
19940302,-0.47,-0.7,-0.85,-0.23,0.07,0.07
19940303,0.06,-0.04,0.1,-0.3,-0.4,0.06
19940304,0.31,0.45,0.72,0.3,0.21,0.91
19940307,0.58,0.34,0.73,0.47,0.49,0.79
19940308,0.13,-0.09,-0.07,-0.33,-0.2,-0.27
19940309,0.16,-0.05,0.15,0.29,0.08,0.3
19940310,-0.32,-0.34,-0.25,-0.69,-0.66,-0.6
19940311,0.16,-0.08,0.27,0.36,0.59,0.43
19940314,0.19,0.23,0.22,0.2,0.26,0.52
19940315,0.29,0.16,0.26,0.02,0.08,-0.16
19940316,0.63,0.73,0.71,0.76,0.57,0.36
19940317,0.05,0.26,0.5,0.16,0.38,0.35
19940318,0.41,0.47,0.35,0,0.1,-0.12
19940321,-0.62,-0.66,-0.62,-0.39,-0.46,-0.57
19940322,-0.03,0.23,0.13,0.25,-0.04,-0.01
19940323,0.02,0.28,0.32,-0.06,-0.17,0.38
19940324,-0.99,-0.85,-1.22,-0.44,-0.84,-1.67
19940325,0.06,0.1,-0.19,-0.31,-0.59,-1.38
19940328,-1.11,-1.02,-1.72,-0.17,-0.09,-0.91
19940329,-1.47,-1.47,-2.48,-1.7,-1.47,-2.4
19940330,-1.53,-1.41,-2.09,-1.29,-1.61,-1.36
19940331,-0.74,-0.62,-0.66,-0.23,-0.05,0.21
19940404,-1.72,-1.67,-2.11,-1.66,-1.58,-1.14
19940405,1.92,1.84,3.37,2.17,1.8,3.65
19940406,-0.07,0.13,0.36,-0.15,-0.08,0.36
19940407,0.44,0.4,0.79,0.48,0.66,0.71
19940408,-0.41,-0.28,-0.52,-0.58,-0.75,-1.38
19940411,-0.05,-0.12,-0.03,0.7,0.48,-0.05
19940412,-0.53,-0.42,-0.81,-0.29,-0.24,-1.36
19940413,-0.85,-0.85,-1.53,-0.24,-0.22,-1.38
19940414,-0.06,0.07,-0.04,0.29,0.08,-0.28
19940415,0.27,-0.04,0.1,-0.09,0.07,0.07
19940418,-0.71,-0.61,-0.91,-0.53,-0.79,-1.19
19940419,-0.82,-0.85,-1.19,0.45,0.19,-1.25
19940420,-0.85,-0.92,-1.56,0.92,-0.1,-1.84
19940421,0.76,0.54,1.36,1.51,1.18,2.51
19940422,0.22,0.42,0.71,-0.59,-0.17,0.58
19940425,0.65,0.67,1.14,0.68,1.05,1.4
19940426,0.45,0.51,0.72,-0.25,-0.08,0.3
19940428,0.09,0.1,0.24,-0.64,-0.75,-0.44
19940429,0.26,0.31,0.58,0.28,0.49,0.78
19940502,0.38,0.32,0.48,1.1,0.23,0.68
19940503,0.34,0.05,0.25,-0.19,0.07,-0.1
19940504,0.07,0.24,-0.02,-0.19,-0.19,-0.15
19940505,0.16,0.09,-0.09,-0.12,-0.06,-0.22
19940506,-0.72,-0.6,-1.08,-0.85,-0.83,-1.13
19940509,-1,-0.78,-1.25,-1.05,-1.18,-1.59
19940510,0.36,0.04,-0.01,0.81,0.67,0.56
19940511,-0.96,-0.86,-1.35,-1.25,-1.01,-0.87
19940512,0.09,0.16,0.32,0.42,0.52,0.15
19940513,-0.17,-0.22,-0.25,0.28,0.28,-0.48
19940516,-0.47,-0.38,-0.61,-0.02,0.09,-0.57
19940517,0.02,0.02,-0.39,0.95,1.1,0.72
19940518,0.89,0.71,1.04,1.28,0.93,1.7
19940519,0.53,0.56,0.8,0.65,0.53,0.81
19940520,0.15,-0.06,-0.04,-0.53,-0.14,-0.32
19940523,-0.18,0.07,-0.34,-0.38,-0.24,-0.46
19940524,0.36,0.02,0.3,0.62,0.45,0.3
19940525,0.13,0.18,-0.07,0.27,0.38,0.25
19940526,0.2,0.31,0.21,0.03,0.33,0.22
19940527,0.36,0.17,0.16,-0.24,0.16,0.11
19940531,-0.17,-0.15,-0.01,-0.32,-0.18,-0.03
19940601,0.17,0.17,0.17,0.08,0.37,0.34
19940602,0.64,0.63,0.74,0.24,0.02,0.13
19940603,0.19,0.12,0.2,0.92,0.49,0.29
19940606,0.16,0.31,0.29,0.08,-0.09,-0.04
19940607,-0.48,-0.07,-0.26,-0.08,-0.14,-0.47
19940608,-0.59,-0.08,-0.78,-0.57,-0.24,-0.77
19940609,0.03,-0.1,-0.24,0.54,0.1,-0.42
19940610,0.29,0.42,0.57,-0.16,0.23,0.63
19940613,-0.16,0.08,0.01,-0.04,-0.02,0.39
19940614,0,0.35,0.33,0.76,0.58,0.71
19940615,-0.11,0.09,0.17,-0.51,-0.33,-0.3
19940616,0.16,0.18,0.05,0.11,0.34,0.15
19940617,-0.41,-0.47,-0.51,-0.73,-0.67,-0.83
19940620,-1.27,-0.98,-1.61,-0.74,-0.7,-1.21
19940621,-0.92,-0.96,-1.29,-1.24,-0.68,-1.22
19940622,0.45,0.37,0.45,0.4,0.16,0.66
19940623,-1.08,-0.79,-1.19,-0.75,-0.7,-1.27
19940624,-1.3,-1.15,-1.26,-1.62,-1.41,-1.31
19940627,0.31,0.19,0.46,0.97,0.82,1.33
19940628,-0.56,-0.4,-0.33,-0.08,-0.23,-0.29
19940629,0.28,0.26,0.46,0.65,0.33,0.37
19940630,0.86,0.38,0.46,-0.41,-0.68,-0.88
19940701,0.07,0.41,0.21,0.5,0.57,0.31
19940705,-0.38,-0.18,-0.07,0.16,-0.02,0.02
19940706,-0.16,0,-0.17,-0.05,-0.03,0.04
19940707,0.36,0.27,0.48,0.66,0.46,0.54
19940708,-0.2,-0.2,0.15,0.08,0.23,0.21
19940711,-0.12,-0.06,-0.01,-0.32,-0.16,-0.59
19940712,0.19,0.24,0.35,0,0.05,0.15
19940713,0.57,0.38,0.85,0.37,0.15,0.68
19940714,0.72,0.74,1.02,1.24,1.08,0.74
19940715,0.33,0.13,0.03,0.3,0.1,-0.1
