"","Date","long","short","longshort"
"1","1926-11-03",1.05217443531298,1.14844536157581,0.14195382026817
"2","1926-11-04",1.04158267050295,1.14392341183551,0.148329849727178
"3","1926-11-05",1.02329948195444,1.1717418918054,0.10388483201083
"4","1926-11-06",1.00591259739284,1.17271082678433,0.0966311677894111
"5","1926-11-08",0.988086726179527,1.17135895823268,0.0908045937255785
"6","1926-11-09",0.9996166902193,1.18304885445372,0.083469914255854
"7","1926-11-10",0.986153366672263,1.17873890983504,0.0825136342601732
"8","1926-11-11",0.944061308850629,1.15749963340705,0.0380976187879957
"9","1926-11-12",0.939677910071944,1.25927309703092,-0.14104052961205
"10","1926-11-13",0.92469278438829,1.25348086851372,-0.142481432168333
"11","1926-11-15",0.910356705838503,1.26605404390757,-0.177728905897402
"12","1926-11-16",0.928372378448358,1.28041459178554,-0.179930572733563
"13","1926-11-17",0.920291992903001,1.27265778222877,-0.177459007836264
"14","1926-11-18",0.955225652052302,1.29169892144559,-0.180538487398827
"15","1926-11-19",0.946700048943157,1.32683505572267,-0.276500682300502
"16","1926-11-20",0.91361233738871,1.22757344423581,-0.241009852614296
"17","1926-11-22",0.90517992326976,1.25300972368138,-0.300666668480974
"18","1926-11-23",0.946987445424287,1.26796079698942,-0.281550560717234
"19","1926-11-24",0.967534869739622,1.2381664767913,-0.19830313858842
"20","1926-11-26",0.954521917283298,1.22148474011257,-0.186279315260218
"21","1926-11-27",0.94415283580752,1.21745916127395,-0.195642383346381
"22","1926-11-29",0.917327473240826,1.22914267083635,-0.257947973488259
"23","1926-11-30",0.988406620155367,1.20841165106134,-0.163705549814736
"24","1926-12-01",0.994244850824531,1.17837744656513,-0.12141607351882
"25","1926-12-02",0.992060003230891,1.17195291226559,-0.12774416932591
"26","1926-12-03",1.04619625946051,1.20216031879528,-0.133836843079
"27","1926-12-04",1.05085296844834,1.22107599683131,-0.230013650014389
"28","1926-12-06",1.05734407530834,1.23439547390591,-0.248918280843695
"29","1926-12-07",1.04720941435554,1.21546535095718,-0.238571753337766
"30","1926-12-08",1.02115214059196,1.19864605261652,-0.24889212186571
"31","1926-12-09",0.953154486940661,1.14439726068577,-0.252822236897827
"32","1926-12-10",0.751358561471692,1.15964643653153,-0.459252723554008
"33","1926-12-11",0.763473590891154,1.10456873831829,-0.395309226640167
"34","1926-12-13",0.748445814479679,1.06622271137938,-0.374791720621917
"35","1926-12-14",0.877699327552745,1.26047240222106,-0.550919740409511
"36","1926-12-15",0.858720177431334,1.23044086753834,-0.54810194468547
"37","1926-12-16",0.738658426195163,1.19483302751124,-0.580284766505848
"38","1926-12-17",0.978497873189414,1.15487137201942,-0.346942004037555
"39","1926-12-18",0.937671789792641,0.973861610504138,-0.164021681212351
"40","1926-12-20",0.9294394022831,0.993926430319171,-0.190773711525114
"41","1926-12-21",0.884895945773273,1.05935911726671,-0.306678684487831
"42","1926-12-22",0.874264109405403,1.05040912224845,-0.306675367812104
"43","1926-12-23",0.870469797690626,1.03687622844562,-0.296299864813624
"44","1926-12-24",0.884459054714765,0.982080442305524,-0.231528964404134
"45","1926-12-27",0.90465719214914,0.964642762764908,-0.193781698859369
"46","1926-12-28",0.92850928029598,0.999709119214463,-0.210432229195047
"47","1926-12-29",1.12940614755515,1.20841237050242,-0.241756118034495
"48","1926-12-30",1.15367830990895,1.26200446720799,-0.258236932051716
"49","1926-12-31",1.14180009549843,1.23991944248631,-0.239667356479092
"50","1927-01-03",1.10696587993581,1.29964864230352,-0.312450254872332
"51","1927-01-04",1.16284063673612,1.29471058973719,-0.268697028534387
"52","1927-01-05",1.1603590673386,1.33020121059913,-0.289725375909845
"53","1927-01-06",1.1433702465339,1.33251710754088,-0.295025715098925
"54","1927-01-07",1.11739298778918,1.3023769342502,-0.28422952869107
"55","1927-01-08",1.14257929278153,1.24040948085014,-0.194208739890191
"56","1927-01-10",1.10345539833594,1.28729791175757,-0.280284986547347
"57","1927-01-11",1.099937347668,1.27512067275953,-0.269168920644025
"58","1927-01-12",1.07642073550466,1.26062987894883,-0.271481139380447
"59","1927-01-13",1.04941179534628,1.22072885386022,-0.257068812586553
"60","1927-01-14",1.02204227857228,1.20009104391601,-0.261252475820767
"61","1927-01-15",1.00574120243446,1.15943512807994,-0.252424834350786
"62","1927-01-17",1.00616859051247,1.11080036373838,-0.19861732363382
"63","1927-01-18",1.0021180288237,1.0768193322194,-0.171333192062557
"64","1927-01-19",1.01574790239509,1.05896157219166,-0.136030938961819
"65","1927-01-20",0.983983984191657,1.20310308310213,-0.29623713367796
"66","1927-01-21",0.987664866160721,1.21940924405028,-0.317062991145097
"67","1927-01-22",0.911147792732007,1.1751887951198,-0.314362671745253
"68","1927-01-24",0.930478607967386,1.35060365363303,-0.509939998328474
"69","1927-01-25",0.943312808478995,1.24595383436832,-0.406851136905617
"70","1927-01-26",1.26046284946349,1.14479997548305,-0.0433887970125984
"71","1927-01-27",1.29666604751982,1.13705393745093,0.0020737273374712
"72","1927-01-28",1.29965507097198,1.0953336958925,0.0618092682952897
"73","1927-01-29",1.30725028476,1.08802393013302,0.0832347058806718
"74","1927-01-31",1.31799925989977,1.03297817242019,0.16657077289931
"75","1927-02-01",1.27643135738844,0.967440919962009,0.209646843340359
"76","1927-02-02",1.24438372374512,0.937868630315491,0.222081069911821
"77","1927-02-03",1.17575656562165,0.971352651933123,0.140468900147873
"78","1927-02-04",1.15722818046841,0.955047064257675,0.145042753450647
"79","1927-02-05",1.1531283648682,1.03908412899144,0.019608882456265
