Date,long,short,longshort
1963-07-01,-0.00672,-0.00702,0.0002999999999999999
1963-07-02,0.006179999999999999,0.00703,-0.0008500000000000009
1963-07-03,0.005729999999999999,0.004379999999999999,0.0013499999999999996
1963-07-05,0.005179999999999999,0.00448,0.0006999999999999992
1963-07-08,-0.00727,-0.00452,-0.0027500000000000007
1963-07-09,0.0054800000000000005,0.00403,0.0014500000000000008
1963-07-10,-0.0013700000000000001,-0.0018200000000000002,0.0004500000000000001
1963-07-11,-0.00207,-0.00172,-0.00034999999999999983
1963-07-12,-0.00067,-0.0016700000000000003,0.0010000000000000002
1963-07-15,-0.0048200000000000005,-0.006370000000000001,0.0015500000000000002
1963-07-16,-0.0016200000000000001,-0.00117,-0.0004500000000000001
1963-07-17,-0.00357,-0.00392,0.00035000000000000005
1963-07-18,-0.00507,-0.004370000000000001,-0.0006999999999999992
1963-07-19,-0.00227,-0.0038699999999999997,0.0015999999999999999
1963-07-22,-0.00847,-0.00877,0.0002999999999999999
1963-07-23,-0.00057,-0.00087,0.00030000000000000003
1963-07-24,0.00433,0.005529999999999999,-0.0011999999999999997
1963-07-25,-0.00177,-0.00022000000000000003,-0.0015500000000000002
1963-07-26,0.004379999999999999,0.004379999999999999,0.0
1963-07-29,0.0007300000000000001,0.00038,0.00035000000000000005
1963-07-30,0.01053,0.00573,0.0048
1963-07-31,-0.00142,-0.00012,-0.0013
1963-08-01,-0.00161,-0.00291,0.0012999999999999997
1963-08-02,0.00244,0.00289,-0.0004500000000000003
1963-08-05,0.0049900000000000005,0.004890000000000001,9.99999999999994e-05
1963-08-06,0.004889999999999999,0.005090000000000001,-0.0002000000000000014
1963-08-07,-0.0026599999999999996,-0.00106,-0.0015999999999999996
1963-08-08,0.0016899999999999999,-0.00086,0.0025499999999999997
1963-08-09,0.00644,0.0049900000000000005,0.00145
1963-08-12,0.00319,0.004090000000000001,-0.0009000000000000006
1963-08-13,0.00189,0.00139,0.0005
1963-08-14,0.00264,0.00444,-0.0018000000000000004
1963-08-15,0.0027900000000000004,0.00444,-0.00165
1963-08-16,0.0016399999999999997,0.0007900000000000001,0.0008499999999999996
1963-08-19,-0.0016600000000000002,-0.00086,-0.0008000000000000003
1963-08-20,-0.00056,-0.00091,0.00035000000000000005
1963-08-21,0.0007900000000000001,0.00124,-0.0004499999999999999
1963-08-22,0.00489,0.006090000000000001,-0.0012000000000000005
1963-08-23,0.00334,0.00294,0.0004000000000000002
1963-08-26,0.00204,0.00114,0.0009000000000000002
1963-08-27,-0.00456,-0.00496,0.0004000000000000002
1963-08-28,0.008889999999999999,0.008339999999999998,0.0005500000000000001
1963-08-29,0.0034400000000000003,0.0023899999999999998,0.0010500000000000006
1963-08-30,0.00639,0.00494,0.00145
1963-09-03,0.0031100000000000004,0.00316,-4.99999999999997e-05
1963-09-04,-0.00094,0.00256,-0.0035
1963-09-05,0.004059999999999999,0.0049099999999999994,-0.0008500000000000001
1963-09-06,-0.0021899999999999997,-0.00354,0.0013500000000000005
1963-09-09,-0.00439,-0.00529,0.0009000000000000006
1963-09-10,0.005659999999999999,0.0057599999999999995,-0.00010000000000000026
1963-09-11,0.00116,0.0024100000000000002,-0.0012500000000000002
1963-09-12,-0.00184,-0.00014000000000000001,-0.0017000000000000001
1963-09-13,0.00051,0.00331,-0.0028
1963-09-16,-0.00119,-0.0007400000000000001,-0.00045
1963-09-17,0.00030999999999999995,-0.0003399999999999999,0.0006499999999999999
1963-09-18,-0.005840000000000001,-0.00489,-0.0009500000000000003
1963-09-19,0.00531,0.003909999999999999,0.0014000000000000002
1963-09-20,0.00101,0.0001599999999999999,0.0008500000000000002
1963-09-23,-0.00589,-0.00709,0.0011999999999999997
1963-09-24,0.0014100000000000002,0.0018100000000000002,-0.00039999999999999996
1963-09-25,-0.009189999999999999,-0.00544,-0.003749999999999998
1963-09-26,-0.00849,-0.00789,-0.0005999999999999998
1963-09-27,0.0002599999999999999,-0.00164,0.0018999999999999998
1963-09-30,-0.0048400000000000006,-0.007189999999999999,0.002349999999999999
1963-10-01,0.004620000000000001,0.005220000000000001,-0.0005999999999999998
1963-10-02,0.00102,0.0009699999999999998,5.000000000000024e-05
1963-10-03,0.00582,0.009370000000000002,-0.003550000000000002
1963-10-04,-2.9999999999999997e-05,0.00017000000000000004,-0.00020000000000000004
1963-10-07,-0.0022299999999999998,-0.00028,-0.00195
1963-10-08,-0.00023000000000000003,-0.00022999999999999993,-1.0842021724855044e-19
1963-10-09,-0.0070799999999999995,-0.006830000000000001,-0.0002499999999999985
1963-10-10,0.00157,0.0008200000000000001,0.0007499999999999999
1963-10-11,0.00307,0.0031200000000000004,-5.0000000000000565e-05
1963-10-14,0.0019700000000000004,0.00097,0.0010000000000000005
1963-10-15,0.00057,-2.9999999999999726e-05,0.0005999999999999997
1963-10-16,0.00812,0.00702,0.0011000000000000003
1963-10-17,0.0028200000000000005,0.0006699999999999999,0.0021500000000000004
1963-10-18,0.0022199999999999998,0.00026999999999999995,0.00195
1963-10-21,0.0021200000000000004,-0.00328,0.0054
1963-10-22,-0.00443,-0.00758,0.00315
1963-10-23,0.0008200000000000001,7e-05,0.0007500000000000001
1963-10-24,0.004370000000000001,0.0035200000000000006,0.0008500000000000001
1963-10-25,0.00852,0.00252,0.006
1963-10-28,0.00442,-0.0022299999999999993,0.00665
1963-10-29,0.00037,-0.0021799999999999996,0.0025499999999999997
1963-10-30,-0.007429999999999999,-0.00533,-0.0020999999999999994
1963-10-31,0.00292,0.0019199999999999998,0.001
